"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000003137",1094.20067980283,-1.20400893320718,0.447348962609585,-2.69143115071435,0.00711461817623857,0.872919357343766
"ENSG00000003147",33.905536360685,-0.280845535181095,0.58539248183839,-0.479755965261317,0.63140092776954,0.99973703262644
"ENSG00000003249",39.4496073637961,-0.557030884873675,0.483855474174158,-1.15123402463187,0.249635971019921,0.99973703262644
"ENSG00000003393",11458.4952368368,-0.00329380676415307,0.111381776821221,-0.0295722231962591,0.976408218299802,0.99973703262644
"ENSG00000003400",1283.43432510036,0.255486306437297,0.163730108619389,1.56041126822439,0.118662723680864,0.99973703262644
"ENSG00000003402",25367.8580161292,-0.105984073388565,0.14938971557183,-0.709446918637482,0.478047180642356,0.99973703262644
"ENSG00000003436",17208.5833080319,0.0462895234401959,0.199736139649353,0.231753369828112,0.816729576504058,0.99973703262644
"ENSG00000003509",7319.73807493804,0.0779045978407878,0.113132132663885,0.688616010380023,0.491064943068894,0.99973703262644
"ENSG00000003756",24267.0089916961,0.0267569620074189,0.119578201562455,0.223761201103563,0.822943121502177,0.99973703262644
"ENSG00000003987",691.359446482761,0.143213590814769,0.191337324645744,0.748487474045773,0.454166177657312,0.99973703262644
"ENSG00000003989",63.5977815026446,0.639767641445126,0.536600625152008,1.19226033563396,0.233159181972918,0.99973703262644
"ENSG00000004059",463.873600253065,-0.148697667319834,0.286480797030629,-0.519049335456631,0.603726337748525,0.99973703262644
"ENSG00000004139",647.707083294336,-0.00371283271950326,0.166880017425994,-0.0222485158904648,0.982249717070168,0.99973703262644
"ENSG00000004142",13404.3797317184,0.0808011994836851,0.254349792034951,0.317677474147815,0.750729599775607,0.99973703262644
"ENSG00000004399",4426.36505437361,0.00982098923308841,0.151697221269283,0.0647407325652644,0.94838043093458,0.99973703262644
"ENSG00000004455",14284.5401910262,0.112891984896832,0.0645248612170378,1.7495889610224,0.0801892659230218,0.99973703262644
"ENSG00000004468",19.5270542440484,-0.242581245918293,0.564345476088962,-0.429845291929041,0.667308183792834,NA
"ENSG00000004478",5130.87483487619,-0.00560115623248164,0.202743585357241,-0.0276267987596855,0.977959807500353,0.99973703262644
"ENSG00000004487",25766.0640142553,0.0611043676022101,0.103966955900992,0.587728736238079,0.556714384091239,0.99973703262644
"ENSG00000004534",16851.3996407793,0.0379984303089228,0.0779911985430751,0.487214339807023,0.626106444286948,0.99973703262644
"ENSG00000004660",265.633834841656,0.113577800227823,0.340428720422689,0.33363166329445,0.738657522115007,0.99973703262644
"ENSG00000004700",25929.6870130073,0.201764749040802,0.194963745299565,1.0348834278434,0.300723354885338,0.99973703262644
"ENSG00000004766",9572.43164752846,0.13841601646558,0.157318781637475,0.87984419294923,0.378943720372954,0.99973703262644
